,,lower,upper,gi,gk,Energy [cm^-1],fij(l),fij(v),Aij(l),Aij(v),lower,upper,Upper -> lower,Reversed (R) or ok (O) ,Wavelength (NIST energies),Wavelength (MCDHF energies)
4d,5f,4d-1D2,5f-3F3,5,7,4215.79,1.96E-04,4.22E-04,3.31E+02,7.14E+02,Ar(4d'[5/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d'[5/2]2),O,2842.36,2372.02
4d,5f,4d-3F2,5f-3D3,5,7,1509.58,1.07E-03,2.95E-04,2.32E+02,64.1156,Ar(4d[5/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d[5/2]2),O,3064.6,6624.23
4d,5f,4d-3F2,5f-1F3,5,7,1520.98,0.072148,0.020323,1.59E+04,4.48E+03,Ar(4d[5/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(4d[5/2]2),O,3055.31,6574.58
4d,5f,4d-3F2,5f-3G3,5,7,2951.73,0.268864,0.285276,2.23E+05,2.37E+05,Ar(4d[5/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d[5/2]2),O,2131.81,3387.81
4d,5f,4d-3F2,5f-3F3,5,7,2951.92,0.011992,0.012686,9.96E+03,1.05E+04,Ar(4d[5/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d[5/2]2),O,2131.11,3387.59
4d,5f,4d-3D2,5f-3D3,5,7,1467.44,0.156659,0.041047,3.21E+04,8.42E+03,Ar(4d'[3/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d'[3/2]2),O,4746.06,6814.5
4d,5f,4d-3D2,5f-1F3,5,7,1478.84,5.19E-06,1.28E-06,1.08202,0.267006,Ar(4d'[3/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(4d'[3/2]2),O,4723.82,6761.97
4d,5f,4d-3D2,5f-3G3,5,7,2909.59,2.63E-04,2.77E-04,2.12E+02,2.23E+02,Ar(4d'[3/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d'[3/2]2),O,2829.03,3436.89
4d,5f,4d-3D2,5f-3F3,5,7,2909.78,2.60903,2.68762,2.10E+06,2.17E+06,Ar(4d'[3/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d'[3/2]2),O,2827.8,3436.66
4d,5f,4d-3F3,5f-3D2,7,5,2934.16,3.47E-03,3.63E-03,3.98E+03,4.18E+03,Ar(4d[7/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d[7/2]3),O,2878.91,3408.1
4d,5f,4d-3F3,5f-1D2,7,5,2957.77,0.034001,0.036226,3.70E+04,4.23E+04,Ar(4d[7/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d[7/2]3),O,2861.02,3380.89
4d,5f,4d-3F3,5f-3F2,7,5,4400.14,8.86E-05,2.09E-04,2.29E+02,5.39E+02,Ar(4d[7/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d[7/2]3),O,2030.64,2272.64
4d,5f,4d-3D3,5f-3D2,7,5,2696.72,0.038803,0.034332,3.76E+04,3.33E+04,Ar(4d'[5/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d'[5/2]3),O,5173.47,3708.17
4d,5f,4d-3D3,5f-1D2,7,5,2720.33,0.018381,0.016549,1.81E+04,1.63E+04,Ar(4d'[5/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d'[5/2]3),O,5115.99,3675.98
4d,5f,4d-3D3,5f-3F2,7,5,4162.71,5.47E-05,1.15E-04,1.26E+02,2.67E+02,Ar(4d'[5/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d'[5/2]3),O,2955.11,2402.27
4d,5f,4d-1F3,5f-3D2,7,5,1411.28,7.53E-04,1.82E-04,2.00E+02,48.4911,Ar(4d[5/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(4d[5/2]3),O,3204.74,7085.67
4d,5f,4d-1F3,5f-1D2,7,5,1434.89,1.59E-03,3.99E-04,4.37E+02,1.10E+02,Ar(4d[5/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(4d[5/2]3),O,3182.59,6969.08
4d,5f,4d-1F3,5f-3F2,7,5,2877.27,9.13E-03,9.20E-03,1.01E+04,1.02E+04,Ar(4d[5/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(4d[5/2]3),O,2187.51,3475.5
4d,5f,4d-3F3,5f-3D3,7,7,2957.48,0.041335,0.044032,3.45E+04,3.67E+04,Ar(4d[7/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d[7/2]3),O,2861.2,3381.22
4d,5f,4d-3F3,5f-3G3,7,7,4399.63,4.97E-04,1.17E-03,9.17E+02,2.16E+03,Ar(4d[7/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d[7/2]3),O,2031.36,2272.9
4d,5f,4d-3F3,5f-3F3,7,7,4399.82,1.20E-03,2.82E-03,2.21E+03,5.20E+03,Ar(4d[7/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d[7/2]3),O,2030.73,2272.8
4d,5f,4d-3D3,5f-3D3,7,7,2720.04,0.671195,0.604166,4.73E+05,4.26E+05,Ar(4d'[5/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d'[5/2]3),O,5116.58,3676.38
4d,5f,4d-3D3,5f-1F3,7,7,2731.45,0.021804,0.019792,1.55E+04,1.41E+04,Ar(4d'[5/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(4d'[5/2]3),O,5090.74,3661.03
4d,5f,4d-3D3,5f-3G3,7,7,4162.2,4.41E-04,9.30E-04,7.28E+02,1.53E+03,Ar(4d'[5/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d'[5/2]3),O,2956.66,2402.56
4d,5f,4d-3D3,5f-3F3,7,7,4162.38,1.25E-03,2.64E-03,2.07E+03,4.36E+03,Ar(4d'[5/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d'[5/2]3),O,2955.31,2402.45
4d,5f,4d-1F3,5f-3D3,7,7,1434.6,0.013693,3.43E-03,2.69E+03,6.73E+02,Ar(4d[5/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d[5/2]3),O,3182.82,6970.49
4d,5f,4d-1F3,5f-1F3,7,7,1446.01,0.010338,2.63E-03,2.06E+03,5.24E+02,Ar(4d[5/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(4d[5/2]3),O,3172.8,6915.53
4d,5f,4d-1F3,5f-3G3,7,7,2876.76,0.138746,0.139698,1.09E+05,1.10E+05,Ar(4d[5/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d[5/2]3),O,2188.36,3476.12
4d,5f,4d-1F3,5f-3F3,7,7,2876.94,0.183173,0.18445,1.44E+05,1.45E+05,Ar(4d[5/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d[5/2]3),O,2187.62,3475.89
4d,5f,4d-3F3,5f-1G4,7,9,2945.11,3.27445,3.45889,2.10E+06,2.22E+06,Ar(4d[7/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(4d[7/2]3),O,2871.23,3395.42
4d,5f,4d-3F3,5f-1F3,7,7,2968.91,0.151678,0.162826,9.91E+04,1.06E+05,Ar(4d[7/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(4d[7/2]3),O,2853.11,3368.24
4d,5f,4d-3F3,5f-3G4,7,9,4399.72,0.019955,0.046996,2.86E+04,6.74E+04,Ar(4d[7/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(4d[7/2]3),O,2031.35,2272.86
4d,5f,4d-3D3,5f-1G4,7,9,2707.67,0.32994,0.294298,1.79E+05,1.60E+05,Ar(4d'[5/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(4d'[5/2]3),O,5148.73,3693.17
4d,5f,4d-3D3,5f-3G4,7,9,4162.28,0.010225,0.021553,1.31E+04,2.77E+04,Ar(4d'[5/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(4d'[5/2]3),O,2956.63,2402.51
4d,5f,4d-1F3,5f-1G4,7,9,1422.24,0.03378,8.32E-03,5.06E+03,1.25E+03,Ar(4d[5/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(4d[5/2]3),O,3195.23,7031.11
4d,5f,4d-1F3,5f-3F4,7,9,1446.04,0.041087,0.010437,6.36E+03,1.62E+03,Ar(4d[5/2]3),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(4d[5/2]3),O,3172.77,6915.39
4d,5f,4d-1F3,5f-3G4,7,9,2876.84,0.042757,0.043052,2.29E+04,2.31E+04,Ar(4d[5/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(4d[5/2]3),O,2188.34,3476.01
4d,5f,4d-3F4,5f-3D3,9,7,3072.36,0.025288,0.029041,2.27E+06,2.61E+06,Ar(4d[7/2]4),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(4d[7/2]4),O,2714.25,3254.8
4d,5f,4d-3F4,5f-1F3,9,7,3083.76,0.013998,0.016195,1.27E+04,1.47E+04,Ar(4d[7/2]4),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(4d[7/2]4),O,2706.96,3242.76
4d,5f,4d-3F4,5f-3G3,9,7,4514.51,8.91E-07,2.21E-06,1.73101,4.29222,Ar(4d[7/2]4),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(4d[7/2]4),O,1956.17,2215.07
4d,5f,4d-3F4,5f-3F3,9,7,4514.7,3.79E-06,9.41E-06,7.36825,18.2717,Ar(4d[7/2]4),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(4d[7/2]4),O,1955.58,2214.97
4d,5f,4d-3F4,5f-1G4,9,9,3059.99,0.100048,0.113976,6.94E+04,7.91E+04,Ar(4d[7/2]4),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(4d[7/2]4),O,2723.28,3267.95
4d,5f,4d-3F4,5f-3F4,9,9,3083.79,0.488672,0.565386,3.44E+05,3.98E+05,Ar(4d[7/2]4),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(4d[7/2]4),O,2706.94,3242.73
4d,5f,4d-3F4,5f-3G4,9,9,4514.6,3.12E-05,7.74E-05,47.144,1.17E+02,Ar(4d[7/2]4),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(4d[7/2]4),O,1956.16,2215.02
4d,5f,4d-3F4,5f-3G5,9,11,3059.84,4.34573,4.95013,2.47E+06,2.81E+06,Ar(4d[7/2]4),Ar(5f[9/2]5),Ar(5f[9/2]5)->Ar(4d[7/2]4),O,2723.32,3268.11
5d,5f,5d-3P0,5f-3D1,1,3,453.45,0.209377,0.774811,9.57E+03,3.54E+04,Ar(5d[1/2]0),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d[1/2]0),O,11211.19,22053.63
5d,5f,5d-3P1,5f-3D1,3,3,394.05,0.231334,0.645785,7.99E+03,2.23E+04,Ar(5d[1/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d[1/2]1),O,13276.38,25377.49
5d,5f,5d-3D1,5f-3D1,3,3,201.45,0.178299,0.131512,1.61E+02,1.19E+02,Ar(5d[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d[3/2]1),O,58182.5,-49637.65
5d,5f,5d-1P1,5f-3D1,3,3,2031.04,1.67E-04,7.19E-03,89.7665,3.88E+03,Ar(5d'[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d'[3/2]1),R,8853.51,-4923.59
5d,5f,5d-3P1,5f-3D2,3,5,394.46,0.307816,0.857986,6.39E+03,1.78E+04,Ar(5d[1/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d[1/2]1),O,13270.3,25351.11
5d,5f,5d-3P1,5f-1D2,3,5,418.07,0.168741,0.532299,3.93E+03,1.24E+04,Ar(5d[1/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d[1/2]1),O,12898.59,23919.44
5d,5f,5d-3P1,5f-3F2,3,5,1860.44,1.17E-03,0.072606,5.38E+02,3.35E+04,Ar(5d[1/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d[1/2]1),O,4535.99,5375.07
5d,5f,5d-3D1,5f-3D2,3,5,201.05,0.566145,0.408376,5.09E+03,3.67E+03,Ar(5d[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d[3/2]1),O,58065.94,-49738.87
5d,5f,5d-3D1,5f-1D2,3,5,177.44,0.868821,0.490659,6.08E+03,3.43E+03,Ar(5d[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d[3/2]1),O,51563.93,-56357.08
5d,5f,5d-3D1,5f-3F2,3,5,1264.94,0.011624,0.334698,2.48E+03,7.14E+04,Ar(5d[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d[3/2]1),O,6160.5,7905.58
5d,5f,5d-1P1,5f-3D2,3,5,2030.63,7.63E-03,0.3305,4.11E+03,1.78E+05,Ar(5d'[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d'[3/2]1),R,8856.22,-4924.58
5d,5f,5d-1P1,5f-1D2,3,5,2007.02,3.17E-03,0.133289,1.66E+03,6.97E+04,Ar(5d'[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d'[3/2]1),R,9029.88,-4982.51
5d,5f,5d-1P1,5f-3F2,3,5,564.65,2.9524,0.437636,5.41E+03,8.01E+02,Ar(5d'[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d'[3/2]1),O,31067.86,-17710.09
5d,5f,5d-3P2,5f-3D1,5,3,300.16,0.031197,0.05037,6.25E+02,1.01E+03,Ar(5d[3/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d[3/2]2),O,16690.35,33315.57
5d,5f,5d-1D2,5f-3D1,5,3,159.74,0.025502,0.011745,1.45E+02,66.6431,Ar(5d'[5/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d'[5/2]2),R,12203.69,62601.73
5d,5f,5d-3F2,5f-3D1,5,3,1174.16,1.87E-05,4.64E-04,3.43306,85.4003,Ar(5d[5/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d[5/2]2),O,24754.86,-8516.8
5d,5f,5d-3D2,5f-3D1,5,3,1187.4,1.11E-04,2.81E-03,20.9427,5.29E+02,Ar(5d'[3/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(5d'[3/2]2),R,14559.0,-8421.83
5d,5f,5d-3P2,5f-3D2,5,5,300.56,0.286529,0.463015,3.45E+03,5.58E+03,Ar(5d[3/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d[3/2]2),O,16680.75,33270.12
5d,5f,5d-3P2,5f-1D2,5,5,324.17,0.072547,0.13703,1.02E+03,1.92E+03,Ar(5d[3/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d[3/2]2),O,16097.63,30847.06
5d,5f,5d-3P2,5f-3F2,5,5,1766.55,2.00E-04,1.12E-02,83.2824,4.65E+03,Ar(5d[3/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d[3/2]2),O,4876.81,5660.75
5d,5f,5d-1D2,5f-3D2,5,5,160.15,1.75E-03,1.70E-04,5.98575,2.63555,Ar(5d'[5/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d'[5/2]2),R,12208.83,62441.46
5d,5f,5d-1D2,5f-1D2,5,5,183.76,0.419367,0.254938,1.89E+03,1.15E+03,Ar(5d'[5/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d'[5/2]2),R,12541.33,54418.81
5d,5f,5d-1D2,5f-3F2,5,5,1626.13,1.24E-04,5.89E-03,43.6439,2.08E+03,Ar(5d'[5/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d'[5/2]2),O,15824.13,6149.57
5d,5f,5d-3F2,5f-3D2,5,5,1173.76,2.54E-07,5.71E-06,0.046644,1.04981,Ar(5d[5/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d[5/2]2),O,24733.74,-8519.77
5d,5f,5d-3F2,5f-1D2,5,5,1150.15,4.18E-04,9.96E-03,73.7661,1.76E+03,Ar(5d[5/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d[5/2]2),O,23472.97,-8694.67
5d,5f,5d-3F2,5f-3F2,5,5,292.23,0.068374,0.105254,7.79E+02,1.20E+03,Ar(5d[5/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d[5/2]2),O,5389.87,34218.45
5d,5f,5d-3D2,5f-3D2,5,5,1187,1.03E-03,0.025958,1.94E+02,4.88E+03,Ar(5d'[3/2]2),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d'[3/2]2),R,14566.32,-8424.74
5d,5f,5d-3D2,5f-1D2,5,5,1163.39,2.04E-04,4.97E-03,36.8332,8.97E+02,Ar(5d'[3/2]2),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d'[3/2]2),R,15042.13,-8595.72
5d,5f,5d-3D2,5f-3F2,5,5,278.98,0.16037,0.161637,1.20E+03,1.68E+03,Ar(5d'[3/2]2),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d'[3/2]2),O,13080.26,35842.29
5d,5f,5d-3P2,5f-3D3,5,7,323.88,1.09071,2.04629,1.09E+04,2.05E+04,Ar(5d[3/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d[3/2]2),O,16103.43,30874.68
5d,5f,5d-3P2,5f-1F3,5,7,335.29,2.13E-05,2.10E-05,0.228017,0.224657,Ar(5d[3/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d[3/2]2),O,15850.21,29824.93
5d,5f,5d-3P2,5f-3G3,5,7,1766.04,7.21E-10,3.12E-07,2.14E-04,9.27E-02,Ar(5d[3/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d[3/2]2),O,4881.02,5662.39
5d,5f,5d-3P2,5f-3F3,5,7,1766.22,2.80E-03,0.156312,8.33E+02,4.65E+04,Ar(5d[3/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d[3/2]2),O,4877.34,5661.78
5d,5f,5d-1D2,5f-3D3,5,7,183.47,0.029086,0.017232,93.2941,55.2712,Ar(5d'[5/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d'[5/2]2),R,12537.81,54504.82
5d,5f,5d-1D2,5f-1F3,5,7,194.87,1.98373,1.35425,7.18E+03,4.90E+03,Ar(5d'[5/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d'[5/2]2),R,12695.73,51316.26
5d,5f,5d-1D2,5f-3G3,5,7,1625.62,1.05E-03,0.049742,2.63E+02,1.25E+04,Ar(5d'[5/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d'[5/2]2),O,15868.5,6151.5
5d,5f,5d-1D2,5f-3F3,5,7,1625.81,1.03E-05,4.81E-04,2.60647,1.21E+02,Ar(5d'[5/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d'[5/2]2),O,15829.69,6150.78
5d,5f,5d-3F2,5f-3D3,5,7,1150.44,1.97E-05,4.56E-04,3.46966,80.5411,Ar(5d[5/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d[5/2]2),O,23485.31,-8692.48
5d,5f,5d-3F2,5f-1F3,5,7,1139.04,1.22E-03,0.028436,2.11E+02,4.92E+03,Ar(5d[5/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d[5/2]2),O,22950.57,-8779.48
5d,5f,5d-3F2,5f-3G3,5,7,291.71,1.54394,2.36387,1.25E+04,1.92E+04,Ar(5d[5/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d[5/2]2),O,5395.01,34278.27
5d,5f,5d-3F2,5f-3F3,5,7,291.9,8.86E-03,0.01331,71.8977,1.08E+02,Ar(5d[5/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d[5/2]2),O,5390.52,34255.96
5d,5f,5d-3D2,5f-3D3,5,7,1163.68,3.20E-03,0.077565,5.79E+02,1.40E+04,Ar(5d'[3/2]2),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d'[3/2]2),R,15037.07,-8593.58
5d,5f,5d-3D2,5f-1F3,5,7,1152.28,4.77E-07,8.50E-06,8.45E-02,1.50592,Ar(5d'[3/2]2),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d'[3/2]2),R,15264.79,-8678.6
5d,5f,5d-3D2,5f-3G3,5,7,278.47,4.66E-04,7.05E-04,3.44477,5.20623,Ar(5d'[3/2]2),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d'[3/2]2),O,13110.56,35907.93
5d,5f,5d-3D2,5f-3F3,5,7,278.66,1.57943,2.19217,1.17E+04,1.62E+04,Ar(5d'[3/2]2),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d'[3/2]2),O,13084.06,35883.45
5d,5f,5d-3F3,5f-3D2,7,5,260.05,2.38E-03,2.90E-03,21.4635,26.1202,Ar(5d[7/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d[7/2]3),O,19002.02,38452.66
5d,5f,5d-3F3,5f-1D2,7,5,283.66,0.020328,0.029438,2.18E+02,3.16E+02,Ar(5d[7/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d[7/2]3),O,18248.98,35252.23
5d,5f,5d-3F3,5f-3F2,7,5,1726.04,6.12E-06,3.26E-04,2.43114,1.30E+02,Ar(5d[7/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d[7/2]3),O,5057.44,5793.61
5d,5f,5d-3D3,5f-3D2,7,5,132.28,0.044661,0.013966,1.04E+02,32.6035,Ar(5d'[5/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d'[5/2]3),R,11480.89,75591.5
5d,5f,5d-3D3,5f-1D2,7,5,155.9,0.017831,7.74E-03,57.8114,25.1047,Ar(5d'[5/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d'[5/2]3),R,11774.45,64143.68
5d,5f,5d-3D3,5f-3F2,7,5,1598.27,2.83E-04,1.29E-04,96.2925,43.9535,Ar(5d'[5/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d'[5/2]3),O,17240.98,6256.77
5d,5f,5d-1F3,5f-3D2,7,5,1220.12,1.30E-05,3.47E-04,1.84581,49.2212,Ar(5d[5/2]3),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(5d[5/2]3),O,28031.78,-8195.98
5d,5f,5d-1F3,5f-1D2,7,5,1196.51,3.54E-05,9.11E-04,4.83527,1.24E+02,Ar(5d[5/2]3),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(5d[5/2]3),O,26423.29,-8357.71
5d,5f,5d-1F3,5f-3F2,7,5,245.86,6.12E-03,6.61E-03,49.3421,53.298,Ar(5d[5/2]3),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(5d[5/2]3),O,5531.7,40671.9
5d,5f,5d-3F3,5f-3D3,7,7,283.37,0.026689,0.038565,2.04E+02,2.95E+02,Ar(5d[7/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d[7/2]3),O,18256.44,35288.31
5d,5f,5d-3F3,5f-1F3,7,7,294.78,0.276127,0.431823,2.29E+03,3.58E+03,Ar(5d[7/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d[7/2]3),O,17931.66,33923.6
5d,5f,5d-3F3,5f-3G3,7,7,1725.53,1.74E-05,9.24E-04,4.94256,2.62E+02,Ar(5d[7/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d[7/2]3),O,5061.96,5795.32
5d,5f,5d-3F3,5f-3F3,7,7,1725.71,6.76E-05,3.60E-03,19.1862,1.02E+03,Ar(5d[7/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d[7/2]3),O,5058.01,5794.68
5d,5f,5d-3D3,5f-3D3,7,7,155.6,0.66331,0.287,1.53E+03,6.62E+02,Ar(5d'[5/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d'[5/2]3),R,11771.34,64263.22
5d,5f,5d-3D3,5f-1F3,7,7,167.01,1.88E-02,9.35E-03,49.8697,24.847,Ar(5d'[5/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d'[5/2]3),R,11910.44,59876.65
5d,5f,5d-3D3,5f-3G3,7,7,1597.76,1.30E-05,5.95E-04,3.17449,1.45E+02,Ar(5d'[5/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d'[5/2]3),O,17293.67,6258.76
5d,5f,5d-3D3,5f-3F3,7,7,1597.94,7.12E-05,3.25E-03,17.3184,7.90E+02,Ar(5d'[5/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d'[5/2]3),O,17247.59,6258.02
5d,5f,5d-1F3,5f-3D3,7,7,1196.8,2.78E-04,7.13E-03,37.9456,9.73E+02,Ar(5d[5/2]3),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d[5/2]3),O,26438.94,-8355.68
5d,5f,5d-1F3,5f-1F3,7,7,1185.4,2.17E-04,5.49E-03,29.0712,7.35E+02,Ar(5d[5/2]3),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d[5/2]3),O,25763.17,-8436.04
5d,5f,5d-1F3,5f-3G3,7,7,245.35,0.092641,0.099653,5.31E+02,5.72E+02,Ar(5d[5/2]3),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d[5/2]3),O,5537.11,40756.44
5d,5f,5d-1F3,5f-3F3,7,7,245.53,0.12274,0.132234,7.05E+02,7.60E+02,Ar(5d[5/2]3),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d[5/2]3),O,5532.37,40724.9
5d,5f,5d-3F3,5f-1G4,7,9,271.01,1.99015,2.63065,1.08E+04,1.43E+04,Ar(5d[7/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(5d[7/2]3),O,18672.5,36899.01
5d,5f,5d-3F3,5f-3F4,7,9,294.81,0.09521,0.148895,6.13E+02,9.59E+02,Ar(5d[7/2]3),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(5d[7/2]3),O,17930.7,33920.15
5d,5f,5d-3F3,5f-3G4,7,9,1725.61,9.79E-04,0.052094,2.16E+02,1.15E+04,Ar(5d[7/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(5d[7/2]3),O,5061.89,5795.02
5d,5f,5d-3D3,5f-1G4,7,9,143.24,0.370963,0.136036,5.64E+02,2.07E+02,Ar(5d'[5/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(5d'[5/2]3),R,11604.62,69812.9
